"company_name","job_title","job_description","job_posted_date","job_salary/currency","job_salary/currency_symbol","job_salary/estimated","job_salary/pay_period","job_industry","company_short_name","company_sizes_str","company_foundation_date","company_revenue"
"WEBBER/SMITH Associates, Inc","Structural Design Specialist / Engineer","Job Title: Structural Design Specialist
Department: Engineering
Reports To: Discipline Leader
Approved Date:
FLSA Status: Exempt

SUMMARY
Plans, conducts, and coordinates the various phases of structural engineering work for assigned projects. Performs work which involves conventional structural engineering practice but may include a variety of complex features. Work requires a broad knowledge of concrete, steel, and masonry design, and a good working knowledge of food processing and food distribution facilities. Mission Focus: Professional Development, Excellence in Structural Design Services, Leading Edge Technology, Client Satisfaction.

RESPONSIBILITIES:

 * Must be an effective communicator with client, design team, and contractors in resolving and maintaining project direction.
 * Works independently and is technically capable of providing most detailed structural calculations and specifications required to develop and define packaging and processing systems and layouts.
 * Evaluates and recommends most design philosophies for project and determines engineering systems to be provided to meet the project program and client needs.
 * Proficient with RISA, RAM and/or similar structural design software. Must have the ability to become proficient in RISA and RAM.
 * Can clearly outline design alternatives and provide summary of associated benefits/concerns.
 * Works with other engineers and designers that may be assigned to the project team within the same discipline.
 * Researches and applies code requirements in design including all necessary contacts with the appropriate local officials to ensure proper code compliance.
 * Prepares most project specifications. Prepares addenda and bulletins to correct/clarify/alter contract documents when necessary.
 * Responsible for review of project submittals and shop drawings.
 * Conducts site surveys to determine conformance with design intent during construction and to evaluate existing conditions during design. Prepares reports to document surveys.
 * Evaluates and responds to field questions and interprets drawing and specification conflicts; evaluates contractor alternates during bidding and construction. Makes recommendations for the resolution of conflicts.
 * Evaluates, advises, and implements improvements to project delivery system including design procedures, construction materials, standard designs, etc.
 * May assist the Structural Team Leader in training other engineers and designers on technical related issues.
 * Must be familiar with the capabilities and limitations of Revit and AutoCAD
 * Possesses discipline specific knowledge of regulatory agency guidelines including USDA, FDA, PMO, 3A standards, HACCP, and related issues.
 * Experience and a working understanding of Windows programs such as Word and Excel as well as discipline specific programs.

EDUCATION and/or EXPERIENCE:

 * A bachelor’s degree in civil or architectural engineering is required at a minimum. Also, the successful candidate must possess five (5) years, or more, of structural engineering experience.

CERTIFICATES, LICENSES, REGISTRATIONS
FE (Fundamentals of Engineering) certification required. Being a Registered Professional Engineer is a plus.

PHYSICAL DEMANDS
The physical demands described here are representative of those that must be met by an employee to successfully perform the essential functions of this job. Reasonable accommodations may be made to enable individuals with disabilities to perform the essential functions.

While performing the duties of this job, the employee is regularly required to use hands to finger, handle, or feel; reach with hands and arms; and talk or hear. The employee frequently is required to stand, walk, and sit. The employee is occasionally required to stoop, kneel, crouch, or crawl. Specific vision abilities required by this job include close vision, distance vision, color vision, and the ability to adjust focus. Must be able to make site visits (travel utilizing air, train, and car) and move freely in customer facilities and construction sites.

Job Type: Full-time

Pay: $68,000.00 - $85,000.00 per year

Benefits:

 * 401(k)
 * 401(k) matching
 * Flexible schedule
 * Health insurance
 * Health savings account
 * Paid time off

Schedule:

 * Monday to Friday

Supplemental pay types:

 * Bonus opportunities

Application Question(s):

 * Do you have any Food Safety Standards and Food Processing knowledge?

Education:

 * Bachelor's (Preferred)

Experience:

 * Food Industry/Cold Storage Project Management: 5 years (Preferred)

Work Location: Hybrid remote in Lititz, PA 17543","2024-03-09T00:00:00","USD","$","false","hourly",,"WEBBER/SMITH Associates","1 to 50 Employees",,"Unknown / Non-Applicable"
,"Experienced Senior Civil/Environmental Engineer (10 yr exp req)","Employment Opportunity

Senior Civil/Environmental Engineer

Weber, Hayes & Associates

Our well-established Monterey Bay-located environmental and hydrogeologic consulting firm (www.weber-hayes.com) is seeking a full time California Registered Civil/Environmental Professional Engineer with experience in drinking water systems design and engineering to collaborate with our Engineering Group who specialize in potable water system design and engineering, construction management, and operations & management services for a wide range of clients. The ideal candidate is an intelligent, motivated, and detail-oriented team player who is at least 10 years into their career as an environmental engineer.

Minimum Requirements

 * Is a California Registered Professional Engineer
 * Possession of a valid Class C California driver's license

Senior Engineer Responsibilities and Duties

 * Collaborate with the Engineering Group and manage multiple projects at any one given time, including the preparation and management of project budgets, meeting project deadlines, and ensuring effective client and regulatory agency communication and relation
 * Supervising and directing all aspects of the design and engineering of potable water systems, primarily groundwater-sourced small, disadvantaged and underserved communities - the core work of the Engineering Group - as the Engineer in Responsible Charge
 * Supervising and directing water system construction monitoring and management services
 * Supervising and directing the management, operation and maintenance of a portfolio of small community water systems
 * Directing and mentoring junior staff

Familiarity with the State Water Board’s Technical Assistance Program and the Drinking/Clean Water State Revolving Fund a plus, but not required, as is California Drinking Water Operator Certification. Knowledge and experience in soil and groundwater remediation beneficial, but not required.

Compensation

Annual salary starts at $105K to $115K based on experience and pay increases are based on performance. This position includes medical, dental and prescription plan health benefits, profit-sharing bonuses, and 401(k) plan with employer match. Other benefits include 9.5 paid holidays per year, paid vacation time, and use of a company vehicle.

Application

To apply for the position, please email your resume along with at least two (2) professional references to the attention of Jered Chaney at jered@weber-hayes.com. If selected, within approximately 2 weeks of submittal you will be invited for an in-person or teleconference interview.

Job Type: Full-time

Pay: $105,000.00 - $115,000.00 per year

Benefits:

 * 401(k)
 * 401(k) matching
 * Dental insurance
 * Health insurance
 * Paid time off

Compensation package:

 * Bonus opportunities

Experience level:

 * 10 years

Schedule:

 * 8 hour shift
 * Day shift
 * Monday to Friday

Experience:

 * environmental engineering consulting: 10 years (Required)
 * Drinking water system and engineering design: 3 years (Required)

License/Certification:

 * California Registered Professional Engineer license (Required)
 * Class C California driver's license (Required)

Ability to Relocate:

 * Watsonville, CA 95076: Relocate before starting work (Required)

Work Location: In person","2024-03-07T00:00:00","USD","$","false","hourly",,,,,
"The Kleingers Group","Municipal Engineer Project Manager","The Kleingers Group is seeking a collaborative, responsive, driven individual to join our team as a Municipal Engineer Project Manager. We are the acting engineer for several local municipal clients. Our municipal engineering team has in-depth experience researching, drafting, and implementing CIP plans for local cities and villages. Kleingers’ ability to package public infrastructure funding programs aggressively and creatively for CIP-designated projects has resulted in hundreds of thousands of dollars in community improvements.
The Role:
The Municipal Project Manager’s primary role is to be a client manager for multiple communities, engage in planning and consulting for various projects, while also organizing and mobilizing the internal expertise of The Kleingers Group. We focus on providing general civil consulting, site civil plan review, transportation engineering, land surveying, 3D laser scanning, landscape architecture, construction observation, and community planning services. You must have a PE license for this role.
Successful candidates will have experience in:

 * Municipal engineering and public infrastructure projects
 * Review and inspect site work, right-of-way, sidewalks, driveways, fences, walls, water/sewer connections and impacts on residential and commercial development.
 * Ensure industry compliance standards are met for all engineering details, city codes and policies, etc.
 * Federal, state, and local funding sources
 * Overseeing civil engineering projects with the required technical and project management expertise to do so.
 * Taking responsibility for projects from launch to completion. This includes:
 * Executing
 * Managing client expectations
 * Assigning project work
 * Assuring projects are completed of high quality and on time
 * Accurately budgeting and billing of all projects assigned
 * Building strong relationships through communicating project information and detail while serving as the liaison between the Kleingers team and all clients, general contractors, consultants, and public authorities.

*
The Qualifications:*

 * Bachelor’s Degree in Civil Engineering
 * Professional Engineer (P.E.) license is required.
 * Minimum of five years of experience in the field of civil engineering and/or inspection with a focus on public infrastructure projects. This includes design and/or public inspection of projects such as roadways, sidewalks, water main, traffic signals, culverts and storm sewers.
 * Preparation of funding applications (OPWC, OKI, etc.)
 * Familiarity with state and local design and construction standards
 * Demonstrated history of leading site design
 * Strong project management and organizational skills are necessary.
 * Ability to be the Engineer of Record (EOR), preferred.
 * Highly effective in project management and organizational skills.

About The Kleingers Group
The Kleingers Group provides design solutions for a wide range of public, private, institutional, and corporate clients. We focus on providing site civil engineering, athletic field design, transportation engineering, land surveying, landscape architecture and community planning services. With offices located in Cincinnati, Columbus, Louisville, Akron, and Tampa, we are able provide our clients with the personal attention and service that has become our trademark.
Kleingers Core Values:

 * Honor Our Commitments
 * Listen To Our Clients
 * Deliver An Exceptional Client Experience
 * Build Lasting Relationships
 * Do The Right Thing

 * *Benefits:

 * Medical, Dental, Vision, HSA, FSA
 * Company-paid Life, Short-Term, and Long-Term Disability Insurance
 * 401(k) plus matching up to 50%
 * Hybrid work schedule options
 * Employee Assistance Program
 * Experience-based PTO, Unlimited Sick Time, Volunteer Hours
 * Wellness Program
 * Employee Referral Program
 * Tuition Reimbursement, Paid Professional Memberships & Licensing Fees
 * Kleingers Academy and Development Training

 * *Why Kleingers is YOUR Destination Employer:

 * People-First Culture – our employees are our best asset. We walk the talk. Kleingers believes in their employees and sets them up for success.
 * Community-Based Projects - make a difference by working on meaningful projects with lasting, positive impacts upon the communities where you live and work.
 * Career Growth - career paths and plenty of opportunities for advancement.
 * Personal Development – we offer continuous learning opportunities throughout the year. Whether it is training, development, or coaching we are committed to your growth.
 * Get Paid to Pay it Forward – Company-paid time off for volunteering for causes you care about!
 * Be You! – We value equity, inclusion, and belonging. Kleingers welcomes and encourages diverse perspectives and insights.

The Kleingers Group does not discriminate in employment on the basis of race, color, religion, sex (including pregnancy and gender identity), national origin, political affiliation, sexual orientation, marital status, disability, genetic information, age, membership in an employee organization, retaliation, parental status, military service, or other non-merit factor.

Job Type: Full-time

Pay: $100,000.00 - $125,000.00 per year

Benefits:

 * Employee assistance program
 * Employee discount
 * Flexible schedule
 * Flexible spending account
 * Health savings account
 * Parental leave
 * Referral program
 * Tuition reimbursement

Compensation package:

 * Bonus opportunities

Experience level:

 * 3 years

Schedule:

 * 8 hour shift
 * Day shift
 * Monday to Friday

Work Location: In person","2024-02-19T00:00:00","USD","$","false","hourly","Construction","The Kleingers Group","51 to 200 Employees","1993-01-01T00:00:00.000Z","Unknown / Non-Applicable"
,"Staff Civil Engineer","Kellum Engineering is a growing engineering firm providing Civil design services in the greater Charleston area, with occasional projects extending throughout South Carolina. We have an opening for a motivated, self-driven engineer.

Responsibilities

In the role of Staff Engineer, you will work under the guidance of senior engineers to perform site civil design, permitting, construction administration and closeouts for residential, commercial and industrial land development projects.

You will be expected to:

 * Prepare site improvement construction drawings and permit application packages for site layout, grading, water, sewer and storm drainage infrastructure
 * Assist with design calculations, specifications and report preparation

 * Perform onsite inspections, as needed

 * Perform tasks on schedule and within budget

 * Perform other duties as needed

Qualifications

 * BS degree in Civil Engineering from accredited school or university
 * EIT certification. Degreed applicants who do not EIT certification may be considered for a designer/coordinator role within the firm.

 * Ability to communicate verbally and in writing

 * Ability to work independently and as part of a team

 * Must have valid drivers license

Kellum Engineering offers a fast paced, yet relaxed, friendly work environment. We provide a flexible work schedule allowing employees to leave at noon on Friday (once you have completed 40 hours) and a competitive benefits package.

We are a small firm, therefore your development is critical to our success. We will provide the foundation, opportunity and guidance to advance your career within our firm.

Job Type: Full-time

Pay: $55,000.00 - $80,000.00 per year

Compensation package:

 * Bonus opportunities

Schedule:

 * Monday to Friday

Education:

 * Bachelor's (Preferred)

Work Location: In person","2024-02-24T00:00:00","USD","$","false","hourly",,,,,
"Alliance Engineering, Inc.","Civil Engineer","Alliance Engineering, located at the Jeremy Ranch exit off I-80, in Park City, Utah is seeking a Civil Engineer. This is a full time position with competitive wages and benefits. Ideal candidate will have 3 years of engineering design and project management, including construction management and be proficient using Autocad Civil 3D. Candidate must work in a team environment, be detail oriented and be able to handle multiple projects concurrently. Work will consist of:

 * Project Management.
 * Engineering Design and Construction Plans
 * Site, Grading, and Utility Design
 * Hydrology and Storm Water Management
 * Roadway and Utility Plan and Profile design and Construction Plans
 * Earthwork Calculations
 * Contract Documents, Specifications, Construction Management

Alliance Engineering works on exciting and unique projects relating to ski resort development.

Job Type: Full-time

Pay: $75,000.00 - $100,000.00 per year

Benefits:

 * 401(k)
 * Health insurance
 * Paid time off

Schedule:

 * 8 hour shift

Work Location: In person","2024-03-13T00:00:00","USD","$","false","hourly","Business Consulting","Alliance Engineering, Inc.","51 to 200 Employees",,"$5 to $25 million (USD)"
"Donan Solutions LLC","Structural Engineer","Are you looking for a company who believes in world-class employee culture and focuses on growing YOU professionally?

Welcome to Donan Engineering, a leader in the property insurance intelligence industry. We are currently seeking a full-time professional Forensic Engineer to join our growing team in Indianapolis, Indiana.

As a Donan Engineer, you will travel within your assigned region to perform on-site investigations and produce a report based on your expert findings. We offer best in class training from a team of highly skilled and experienced engineers. So, no forensic engineering experience? No problem!

Our work is guided by our core values:

 * We do what we say we will do.
 * We respect and care for all.
 * We are focused on innovation.
 * We make hard things easy.
 * We are driven to achieve.
 * We are better together.

To learn more, watch ""What to Expect as a Donan Engineer""

What Does Donan Offer You?

 * Remote Work within Assigned Region
 * Competitive Compensation Package
 * Unlimited Compensatory Paid Time
 * Career Growth
 * A Diverse & Positive Work Environment
 * Professional Development
 * Generous Relocation Package Available
 * Annual Bonus Opportunity
 * Employee Referral Bonus
 * License and Continuing Education Reimbursement
 * Medical, Vision, and Dental Insurance Coverage
 * 401K with Match
 * HSA and HRA (Employer contributions)
 * Paid Parental Leave
 * Company Paid Life Insurance
 * Company Paid Short-Term and Long-Term Disability
 * All Equipment Provided (company vehicle, laptop, etc.)
 * Tuition Reimbursement
 * Paid Time Off and Holidays

Key Responsibilities Include:

 * Day to day responsibilities:
 * Conduct site studies evaluating damages to building materials or components for residential and commercial structures, including but not limited to roof systems, foundations, water intrusion, cladding elements, construction defects, and complete structural systems.
 * Write technical reports that provide detailed and accurate findings and conclusions related to a completed site investigation.
 * Provide excellent customer service to company internal and external customers.
 * On occasion provide expert testimony or depositions as needed on projects to which you have been assigned. Donan has a dedicated Litigation Department to provide support to all project managers.
 * Proactively pursue additional training, mentoring opportunities, licenses, education, and/or certifications (cost covered by Donan).
 * Must be willing to work additional hours during periods of peak business demand as deemed necessary by engineering management.
 * Travel may be required for assigned work outside of your home-region. Daily and overnight in-region travel is also required for facilitating investigations.
 * investigations.

Qualifications:

 * Registered as an active Professional Engineer (P.E.) in the state applied.
 * Have an active NCEES record (Or be eligible to obtain within 90 days of employment).
 * Minimum of a bachelor’s degree in Civil or Structural Engineering or related engineering disciplines (Mechanical, Electrical, etc.)
 * Two-three years of experience in failure analysis, knowledge of residential and/or commercial construction, building codes, design, or related experience is highly preferred.
 * Required to have a valid driver’s license, with an acceptable driving record.
 * Required to have strong technical writing abilities with experience using Microsoft Word.
 * Proficient with general computer skills (Microsoft Calendar, Excel, Outlook, PPT, etc.).
 * Must have superior customer service skills, be team oriented and enjoy service-oriented work.
 * Must be able to work efficiently with periods of minimal supervision due to remote (home office) setting.
 * Must have access to home high-speed internet service and reliable cellular reception.
 * Excellent written and verbal communication skills.
 * Required to meet all standards for pre-employment physical examination.

Physical Requirements:

 * Frequently required to stand on one’s feet for prolonged periods of time.
 * Frequently required to lift and/or move objects weighing 50-100 lbs.
 * Frequently required to climb onto first and second story roofs, ascend/descend ladders, stairs, scaffolding, ramps, etc.
 * Frequently required to balance, stoop, kneel, crouch, or crawl.
 * Frequently required to reach with hands and arms.
 * Frequently required to use hands to finger, handle, or feel.
 * Frequently required to drive a vehicle for extended periods of time.

Related Experience: Civil Engineer, Design Engineer, Structural Engineer, Construction Management, Residential Construction, Residential Design.

Internal Title: Forensic Engineer

To learn more about us visit donan.com.

Donan is committed to creating a diverse environment and is proud to be an equal opportunity employer. We are an E-Verify participating employer.

Job Type: Full-time

Pay: $100,000.00 - $120,000.00 per year

Benefits:

 * 401(k)
 * Dental insurance
 * Employee assistance program
 * Flexible schedule
 * Health insurance
 * Life insurance
 * Paid time off
 * Parental leave
 * Professional development assistance
 * Relocation assistance
 * Tuition reimbursement
 * Vision insurance

Compensation package:

 * Bonus opportunities

Schedule:

 * Monday to Friday

License/Certification:

 * Professional Engineer (Required)
 * Driver's License (Required)

Work Location: In person","2024-03-16T00:00:00","USD","$","false","hourly","Architectural & Engineering Services","DONAN","201 to 500 Employees","1947-01-01T00:00:00.000Z","Unknown / Non-Applicable"
,"Civil Site Engineer","Staff engineer

The ideal candidate will be a highly motivated individual who can assist our professional engineers in design and development of a wide range of civil projects from start to finish. The Staff Engineer will be responsible for the project design and assisting in the plan production process. To succeed in this role, you should have excellent time management, multi-task and communication skills, as you’ll collaborate with design team to deliver results on deadlines.

Duties & Responsibilities

 * Creating civil engineering design plans using computer aided design (CAD) software
 * Research regulatory requirements and design standards
 * Prepare site analysis reports
 * Create conceptual site plan drawings
 * Assist professional engineers in completing development plans, reports, and specifications
 * Performing engineering computations for hydrology, storm pipe systems, utilities (water & sewer), and road designs.
 * Perform cost estimates and bid documents
 * Conduct site visits and inspections when required.
 * Perform project management tasks and attend project management meetings
 * Attend meetings involving clients and regulatory agencies
 * Coordination with design team on addressing regulatory comments
 * Assist in the coordination of construction phases services (RFI, shop drawings etc)

Required Skills & Required Experience

 * Bachelor’s Degree in Civil Engineering, or closely related field
 * Registered Engineering In Training (E.I.T.) is preferred
 * Working Proficiency in AutoCAD Civil 3D and stormwater modeling software.
 * Ability to work effectively both independently and as part of a team
 * Exceptional verbal, written and presentation skills
 * Competency in Microsoft applications including Word, Excel, and Outlook
 * Ability to work on tight deadlines
 * Must have a valid driver’s license
 * Must be able to pass drug/alcohol screening.

benefits

 * Health Insurance
 * Dental & Vision Insurance
 * Paid Time Off
 * 401(k)

Job Type: Full-time

Pay: $60,000.00 - $76,000.00 per year

Benefits:

 * 401(k)
 * 401(k) matching
 * Dental insurance
 * Health insurance
 * Life insurance
 * Paid time off
 * Vision insurance

Schedule:

 * 8 hour shift
 * Monday to Friday

Supplemental pay types:

 * Bonus opportunities

Education:

 * Bachelor's (Preferred)

Experience:

 * Civil engineering: 2 years (Preferred)
 * AutoCAD: 2 years (Required)
 * Civil 3D: 2 years (Required)

License/Certification:

 * Engineer In Training (Preferred)

Work Location: Multiple locations","2024-02-26T00:00:00","USD","$","false","hourly",,,,,
,"Geotechnical /Civil Engineer","Mid-Senior Level Geotechnical /Civil Engineer

Summit Geoengineering Services, INC (SGS)

Farmingdale, Maine

Summit Geoengineering Services (SGS) is seeking an experienced Geotechnical/Civil Engineer, to be based in Farmingdale, Maine.

Requirements of the Geotechnical/Civil Engineer:

 * Bachelor’s degree in Civil Engineering (master’s degree preferred)
 * P.E. required, ability to obtain P.E. in Maine
 * 5+ years’ experience as professional Civil Engineer
 * Project Management experience required.
 * Must be New England based with focus and travel to projects in Maine.
 * Possess reliable transportation and a valid driver’s license.
 * Must be willing to do fieldwork outside in all four seasons (typically 1-3 days per week).
 * Ability to perform physical fieldwork tasks, such as lifting and handling drill tooling.
 * High proficiency with MS Office Suite and Adobe.

Benefits of the Job:

 * · Salary 90-110K, based on experience.
 * · Bonuses and Annual Reviews
 * · Flexible Work Hours
 * · Paid Health, Vision & Dental Plan
 * · Internal and External Professional Development and Paid Training Opportunities
 * · Laptops and Company Cell-Phones provide to All Staff
 * · Open-Door Leadership Culture
 * · Paid Professional Dues
 * · Retirement Plan with company 3% Match
 * · Field work shirts, custom hard-hats and other PPE provided.
 * · SGS-Sponsored Volunteer Opportunities, Social Events, Team Celebrations
 * · Contribution towards cost of obtaining an advanced degree through Contracted Reimbursement Plan.
 * · Up to 4 Weeks vacation and 9 Paid Holidays and sick leave.

Responsibilities of the Geotechnical/Civil Engineer:

 * · Planning subsurface explorations and preparing cost estimates and proposals.
 * · Performing field tasks using our in-house explorations services equipment and team.
 * · Evaluating field data and performing engineering analyses/calculations.
 * · Performing structural engineering designs and preparing construction documents for design-build projects.
 * · Writing draft field and engineering reports and preparing construction drawings and other technical documents.
 * · Performing laboratory testing as needed.
 * · Communicating effectively and efficiently with contractors, clients, and team members

Summit Geoengineering Services, Inc. (SGS) is a Maine based consulting firm founded on providing clients with responsive and professional geotechnical consulting and contributing to a successful project through our technical knowledge and expertise in soils and foundation engineering. SGS provides an exciting and challenging work environment fostering a culture that is collaborative, team focused, respectful, transparent, and committed.

NO PHONE CALLS OR RECRUITERS, PLEASE

Equal Opportunity Employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, national origin, ancestry, familial status, age, physical or mental disability, pregnancy, sexual orientation, gender identity, genetic information, veteran status, or any other characteristic protected by law.

Job Type: Full-time

Pay: $90,000.00 - $110,000.00 per year

Benefits:

 * Dental insurance
 * Flexible schedule
 * Health insurance
 * Paid time off
 * Vision insurance

Schedule:

 * 8 hour shift

Application Question(s):

 * What is your personal email address?
 * Are you currently located in Maine or New Hampshire?
 * Will you now or in the future require visa sponsorship?

Work Location: In person","2024-03-01T00:00:00","USD","$","false","hourly",,,,,
,"Entry Level Civil Engineer","Entry Level Civil Engineer

First Capital Engineering, Inc., a successful multi-disciplinary firm with excellent client relationships, seeks an energetic civil engineer/civil designer. Our staff is the key to our success. This individual shall team with other in-house professionals to offer superior services while working in an enjoyable environment. Positions not only have opportunities for advancement but have the opportunity to be mentored by various Registered Professionals.

Qualifications:

 * Bachelor degree in Civil Engineering, Master Degree a plus;
 * Possesses Engineer-In-Training (EIT) Certification;
 * 1-3 years of experience in related site/civil land development engineering;
 * General knowledge of local, county and Pennsylvania state land use processes and regulations;
 * Proficient in site, stormwater management, storm conveyance, grading, earthwork calculations, utility design and erosion and sediment control design;
 * Proficient in hydraulic and hydrological calculations to support land development design projects;
 * Experience with stormwater design and permitting processes including NPDES requirements;
 * Occasionally support other discipline projects including roadway improvement design, environmental, geotechnical, municipal review.
 * Active participation in local professional organizations a plus;
 * Demonstrated AutoCAD Civil 3D skills with the ability to design land development plans from concept through completion;
 * Occasional field assignments to support land development projects;
 * Strong attention to detail with excellent analytical and judgment capabilities;
 * Ability to work independently, as well as, in a team environment

Applicants must be able to pass a background check and drug test.

Job Type: Full-time

Pay: Up to $65,000.00 per year

Benefits:

 * 401(k)
 * 401(k) matching
 * Dental insurance
 * Health insurance
 * Life insurance
 * Paid time off
 * Vision insurance

Schedule:

 * 8 hour shift
 * Monday to Friday

Work Location: In person","2024-03-07T00:00:00","USD","$","false","hourly",,,,,
,"Structural Steel Connection Engineer","SC Steel, LLC is seeking a Steel Connection Designer to provide connection design services on steel fabrication projects for our facility which operates throughout the Southeast & Northeast US.

Responsibilities:

 * Design structural steel connections including braced frame connections, truss connections, moment connections, and miscellaneous shear connections
 * Review detailed shop drawings to ensure that designs are incorporated correctly
 * Coordinate with Project Management and Project Engineering to provide economical and efficient connection designs
 * Provide solutions to field and shop errors to facilitate fabrication and installation
 * Review structural contract drawings for value engineering opportunities as it relates to fabrication and installation.

Required Qualifications:

 * B.S. in Civil/Structural Engineering from a 4 year accredited college and EIT certification
 * Knowledge of AISC Codes, AISC Seismic Design Manual, AWS Welding Code
 * Proficiency in Microsoft Office, AutoCAD, MathCAD, Bluebeam
 * Professional attitude and character that supports our Core Values and Business Philosophy

Preferred Qualifications:

 * PE License or desire to obtain PE License in future
 * Experience with structural analysis programs (Ram, Ram Elements)
 * Knowledge of structural steel detailing software (Tekla, SDS/2)
 * Understanding of structural steel fabrication and installation processes
 * Knowledge of structural steel and building design including ASCE 7 & IBC
 * Experience designing structural steel connections or structural steel design

Job Type: Full-time

Pay: $70,000.00 - $80,000.00 per year

Benefits:

 * 401(k)
 * 401(k) matching
 * Dental insurance
 * Employee assistance program
 * Flexible spending account
 * Health insurance
 * Health savings account
 * Life insurance
 * Paid time off
 * Vision insurance

Schedule:

 * 8 hour shift

Ability to commute/relocate:

 * Lexington, SC: Reliably commute or planning to relocate before starting work (Preferred)

Education:

 * Bachelor's (Required)

License/Certification:

 * Professional Engineer (Preferred)

Work Location: In person","2024-02-28T00:00:00","USD","$","false","hourly",,,,,
"Bowman Consulting Group, Ltd.","Civil Engineer I - Charleston, SC","Purpose

Evaluate, select, and apply standard engineering techniques, procedures, and criteria on moderately complex projects.

Key Responsibilities

Leadership and Direction

 * Receive general instruction on key objectives for execution. Receive direction as needed, and especially on difficult assignments and possible solutions. Work is completed using standard engineering techniques and design principles and is reviewed by more senior staff to ensure application of sound professional judgement.

At the Operational and Company Level

 * Work with senior level engineers, clients and agencies, subcontractors, and design teams on moderately complex engineering project issues.

Do the Work

 * Conceptualize the initial civil design approach for assigned phases of large land/site development.
 * Complete civil engineering work for assigned phases of large land/site development.
 * Assist with the development of plans, specifications, and reports.
 * Complete design work and calculations using computer-aided software.
 * Provide technical assistance in the resolution of design problems that may include performing field investigation or inspections, detailed design work and calculations, and detailed checking of design computations done by others, or general coordination of specific design aspects into a project.

Success Metrics and Competencies

Ideal candidate will consistently demonstrate...

 * Ability to work both independently and within a team environment.
 * Ability to effectively participate as part of a project team.
 * High level of motivation and a problem-solving attitude.
 * Strong sense of urgency in responding to constituents.
 * Effective verbal and written communication skills.
 * Strong work ethic and commitment to quality.
 * Self-reliance and ability to operate independently with limited direction.
 * Commitment to promoting the reputation of the company through quality of work and attention to detail.
 * Aspiration to grow professionally and advance within the company.
 * Ability to work effectively with internal leaders and peers, as well as external clients.
 * Commitment to becoming a “citizen” of the broader organization, breaking down barriers and silos.
 * Commitment to working in partnership with others inside and outside the organization.
 * Ability to effectively manage multiple time-sensitive tasks.
 * Data analysis and interpretation skills.

Education, Work Experience, Licensure/Certifications, and Technical Requirements

 * Bachelor’s Degree in Civil Engineering or related engineering discipline required at time of employment.
 * EIT preferred.
 * Entry level position, experience in civil engineering a plus; land/site development industry a plus.
 * Land Development engineering experience and skills; large- and small-scale drainage and BMP design preferred.
 * Experience with computer applications and civil engineering design software such as Civil3D in a professional or academic setting.
 * Familiarity with reading construction plans.
 * Working knowledge of AutoCAD, Civil3D, AES, CIVILD, WSPGW, PCSWMM, StormCAD, HEC-HMS, HEC-RAS preferred.
 * Familiarity with Storm Drain Modeling and Rational Method Hydrologic Calculations.
 * Familiarity with Open Channel & Detention Basin Modeling and Design.
 * Familiarity with HEC-RAS modeling and CLOMR/LOMR applications and processing.
 * Experience researching zoning, development standards, development review processes, compliance matters, regulations and standards.
 * Assist with preparing reports, narratives, development applications, submittal documents, and response letters.
 * Ability to multi-task and coordinate on multiple projects, with multiple clients and sub-consultants.
 * Proficient in Microsoft Office Suite (Word, Excel, PowerPoint, Outlook, Projects).

Physical Demands and Working Environment

 * May be eligible for remote or hybrid work arrangements.
 * Primarily indoor professional office environment, which can consist of possible bright/dim light, noise, fumes, odors, and traffic.
 * Mobility around an office environment, occasional squat or kneel.
 * Mobility around a job/construction site to include walking, bending, crawling, climbing, squatting, or kneeling and wearing of required Personal Protective Equipment (PPE).
 * Frequent and prolonged use of standard office equipment such as computers, phones, photocopiers, filing cabinets and fax machines.
 * Occasional lifting or carrying up to 20 pounds.
 * Occasional pushing or pulling up to 20 pounds.
 * Occasional reaching outward or above shoulder.

Note: While this job description is intended to be an accurate reflection of the job requirements, it is not designed to cover or contain a comprehensive listing of activities, duties or responsibilities that are required of the employee for this job. Management reserves the right to modify, add, or remove duties from particular jobs and to assign other duties as necessary at any time with or without notice.

#LI-SA1



EDUCATION

Preferred
 * Bachelors or better in Civil Engineering

LICENSES & CERTIFICATIONS

Preferred
 * Eng in Training

BEHAVIORS

Preferred
 * Team Player: Works well as a member of a group

MOTIVATIONS

Preferred
 * Growth Opportunities: Inspired to perform well by the chance to take on more responsibility

Equal Opportunity Employer/Protected Veterans/Individuals with Disabilities

The contractor will not discharge or in any other manner discriminate against employees or applicants because they have inquired about, discussed, or disclosed their own pay or the pay of another employee or applicant. However, employees who have access to the compensation information of other employees or applicants as a part of their essential job functions cannot disclose the pay of other employees or applicants to individuals who do not otherwise have access to compensation information, unless the disclosure is (a) in response to a formal complaint or charge, (b) in furtherance of an investigation, proceeding, hearing, or action, including an investigation conducted by the employer, or (c) consistent with the contractor’s legal duty to furnish information. 41 CFR 60-1.35(c)","2024-03-14T00:00:00","USD","$","true","hourly","Architectural & Engineering Services","Bowman","1001 to 5000 Employees","1995-01-01T00:00:00.000Z","$100 to $500 million (USD)"
